child_id,physical_abuse,emotional_abuse,sexual_abuse,victimization,parent_monitoring,parent_support,parental_warmth,family_conflict,domestic_violence_exposure,school_attendance,school_grades,school_attachment,teacher_support,school_suspensions,alcohol_use,smoking_frequency,drug_use,peer_delinquency,gang_exposure,household_income,parent_education,neighborhood_disadvantage,mental_health_score,impulsivity_score,criminal_risk,is_criminal
CHD12195,,5.83,2.6,2.61,3.68,5.6,2.81,9.13,4.25,7.24,9.86,3.96,2.74,2.45,3.02,,,8.56,0.23,38706.07,4.76,10.11,3.43,9.17,57.9,1
CHD12196,4.5,7.1,0.29,6.78,8.19,7.79,9.37,8.7,3.35,6.98,9.07,4.77,8.87,8.91,7.14,1.07,8.76,,9.22,138482.24,7.75,9.98,4.08,9.01,49.3,0
CHD12197,8.06,1.37,1.83,9.05,9.98,7.98,6.66,5.72,6.66,9.53,0.37,2.99,1.13,4.65,3.02,6.28,0.29,8.07,0.58,61769.16,11.73,7.41,3.21,8.88,44.4,0
CHD12198,1.62,0.02,4.2,6.34,3.13,7.01,0.56,9.53,2.99,5.23,1.37,9.76,7.03,6.09,5.13,3.33,9.62,3.76,8.24,26234.19,6.72,10.12,3.24,0.07,56.9,1
CHD12199,2.93,0.93,0.51,8.84,6.45,5.71,5.88,5.14,7.72,5.0,5.1,5.69,6.48,3.78,,9.22,1.84,0.02,9.16,144683.71,0.57,7.65,0.47,4.53,42.6,0
CHD12200,6.8,3.8,0.7,3.76,,7.71,11.23,9.86,0.87,3.23,3.03,4.34,9.64,8.33,1.1,0.01,0.36,4.63,9.94,28822.84,2.14,6.05,1.67,1.25,33.2,0
CHD12201,3.15,,7.16,6.65,1.93,9.85,1.65,9.62,1.24,6.57,9.01,7.52,4.18,4.47,4.01,7.44,9.53,14.84,9.58,98860.11,3.99,4.22,6.97,1.0,59.8,1
CHD12202,7.93,8.74,2.72,0.99,3.18,1.87,9.2,9.32,8.07,6.6,7.5,9.33,11.73,7.77,0.86,,2.57,8.77,11.88,35419.8,6.38,6.91,0.89,4.61,53.6,0
CHD12203,1.3,0.84,1.52,9.51,3.71,4.08,3.53,3.36,,9.48,6.83,1.12,2.37,2.83,3.29,6.29,2.12,0.75,,44326.23,11.65,0.22,6.25,0.08,31.1,0
CHD12204,7.63,4.43,4.08,7.1,7.88,0.81,6.38,3.18,5.51,4.1,1.23,6.39,7.37,8.61,0.17,2.09,0.12,0.76,8.74,94308.0,13.18,5.94,6.99,0.86,47.9,0
CHD12205,13.44,9.58,2.91,5.31,9.45,9.98,1.86,4.46,2.71,2.96,,0.16,0.87,,6.38,7.44,2.63,4.76,3.81,73922.39,5.11,2.94,3.9,1.35,52.0,0
CHD12206,0.13,5.03,3.35,8.67,9.74,1.47,9.35,1.81,10.0,7.84,7.55,5.15,5.24,5.31,2.85,8.69,8.48,7.38,4.97,72233.92,19.27,5.63,1.68,8.8,53.9,0
CHD12207,8.98,1.32,1.54,7.13,8.47,2.33,7.25,1.18,4.28,8.29,6.44,0.97,2.72,2.68,2.23,5.55,0.06,6.78,3.04,,8.14,1.41,1.28,3.44,44.4,0
CHD12208,5.81,2.91,2.46,4.46,5.72,1.28,13.04,6.86,5.91,1.51,3.73,2.35,2.88,8.37,7.59,0.25,2.34,6.01,2.64,114709.77,15.02,1.78,4.94,1.63,51.0,0
CHD12209,3.52,6.27,1.85,5.69,0.64,4.67,4.04,4.15,4.13,4.03,6.65,0.63,2.81,4.41,2.3,9.39,8.23,1.21,,69854.94,15.03,9.65,4.55,4.76,51.9,0
CHD12210,2.33,0.12,2.49,5.6,6.29,9.94,3.95,6.11,5.64,7.49,12.1,0.38,0.2,0.12,7.71,0.63,13.32,0.54,2.44,55809.83,18.25,9.81,4.07,5.33,38.0,0
CHD12211,6.17,9.68,3.44,6.62,6.87,0.22,1.22,2.93,8.06,9.97,9.79,4.18,1.22,2.05,2.19,8.88,0.28,3.8,4.36,147508.66,3.63,5.4,3.28,0.91,55.1,0
CHD12212,11.12,5.67,2.25,7.63,7.39,4.31,7.15,3.33,9.88,7.95,1.13,7.27,6.08,0.78,8.93,1.87,9.19,7.11,1.41,92375.5,11.81,9.98,9.25,9.32,56.3,1
CHD12213,9.92,7.04,0.33,3.85,5.67,7.16,2.73,6.77,9.48,9.53,1.16,2.83,2.12,1.87,0.23,4.02,4.55,4.37,5.94,120332.56,0.93,5.84,1.56,,57.6,1
CHD12214,9.83,4.99,1.85,7.66,6.47,0.68,2.4,2.68,0.02,0.94,9.47,3.8,8.04,0.2,3.41,2.46,9.52,3.21,5.13,63436.19,1.94,,5.89,0.38,44.1,0
CHD12215,6.35,9.58,4.44,2.8,1.73,8.88,2.04,1.55,0.59,7.0,3.16,5.35,6.71,3.68,0.4,4.22,0.35,8.22,8.76,39844.82,15.35,9.12,1.87,8.75,46.6,0
CHD12216,4.43,5.89,4.12,3.8,0.66,5.5,0.01,9.2,5.56,9.48,4.1,7.19,5.55,7.42,7.71,8.96,12.37,10.32,6.43,264765.63,7.3,1.0,3.62,2.16,65.1,1
CHD12217,4.91,6.62,4.16,3.73,1.65,,7.18,7.39,3.25,5.39,6.63,,1.09,9.06,8.82,6.88,7.25,0.28,7.23,36888.87,23.15,9.44,3.36,2.52,56.0,1
CHD12218,,8.61,,0.81,0.08,,1.25,1.6,6.38,3.78,6.61,3.36,8.42,2.78,,6.88,4.21,8.33,7.29,76535.77,1.26,9.01,4.63,4.18,55.8,1
CHD12219,1.02,8.62,0.4,1.93,9.22,4.72,6.18,2.19,0.44,8.17,2.83,7.24,3.84,4.09,,5.87,2.22,0.66,,88842.86,0.15,7.97,1.41,6.82,36.8,0
CHD12220,3.28,0.28,4.07,9.82,3.1,1.5,7.56,3.29,1.09,2.86,8.07,2.44,5.7,6.57,7.13,7.06,9.62,3.25,2.39,154552.76,11.24,5.15,5.6,6.77,58.4,1
CHD12221,0.75,2.83,3.33,5.05,6.45,3.34,2.68,4.83,3.59,0.25,5.08,4.88,8.17,9.91,1.16,11.41,5.31,2.98,6.29,36604.46,9.81,7.49,7.7,1.66,56.9,1
CHD12222,,2.46,2.54,2.21,8.3,9.01,1.1,,6.07,8.02,8.43,5.02,3.11,7.37,2.54,6.7,7.37,5.71,8.53,133225.32,18.54,11.38,2.66,2.52,51.8,0
CHD12223,1.96,12.47,3.44,3.84,1.8,9.75,1.17,2.09,0.47,9.45,3.09,2.41,3.76,1.35,8.04,8.71,,,6.22,37662.37,6.35,4.85,9.95,4.99,47.9,0
CHD12224,4.85,8.77,4.65,4.46,2.12,7.19,7.64,0.14,5.74,5.58,3.21,6.56,0.88,8.67,2.99,3.64,4.98,2.02,9.03,64197.75,,8.03,8.26,9.94,48.6,0
CHD12225,7.85,3.17,0.65,4.71,1.31,3.65,8.7,5.97,9.56,2.01,3.93,,3.93,6.9,0.14,7.26,9.13,4.05,8.19,34629.78,20.08,3.99,5.04,1.89,51.2,0
CHD12226,13.29,3.47,0.85,4.38,9.76,0.1,6.55,8.32,9.45,8.85,3.94,3.43,0.48,5.07,6.87,3.55,9.86,3.02,2.89,102714.85,2.75,4.85,8.04,2.48,56.9,1
CHD12227,3.35,1.0,2.95,7.89,7.23,,1.91,1.79,8.2,5.14,6.01,8.44,,2.58,5.45,2.39,8.65,9.06,,107760.31,16.28,6.83,8.32,7.53,48.5,0
CHD12228,0.82,9.9,3.53,3.59,7.08,9.79,0.33,8.84,11.85,6.08,2.05,4.4,5.27,12.65,8.61,8.71,0.2,8.1,6.65,35871.45,11.91,5.89,7.9,2.64,68.0,1
CHD12229,5.5,8.26,3.22,5.93,6.18,7.92,7.58,3.99,6.62,2.03,2.61,7.98,2.79,9.97,2.08,11.82,4.75,9.27,5.28,147430.98,20.22,7.97,7.0,8.58,55.3,0
CHD12230,2.71,5.72,1.27,4.54,9.06,9.81,1.52,,,9.76,3.53,5.99,7.92,5.45,6.37,8.1,3.43,7.95,7.99,37175.24,14.94,1.73,7.04,6.47,45.7,0
CHD12231,6.15,7.72,3.11,4.64,0.43,,,2.21,5.06,,7.48,9.73,6.98,7.05,5.85,8.92,2.15,7.89,3.55,142218.47,12.96,9.46,2.43,8.36,61.2,1
CHD12232,9.77,7.77,2.8,9.42,6.48,3.6,9.42,9.79,2.82,1.64,2.17,2.03,5.24,3.32,3.81,4.64,8.16,7.53,8.55,33774.13,3.45,6.56,2.98,2.57,70.3,1
CHD12233,13.89,6.57,6.84,3.26,3.57,7.01,0.32,2.5,,5.6,5.41,2.58,8.21,8.88,5.72,1.34,1.33,6.73,,20958.62,,4.63,9.32,9.89,63.6,1
CHD12234,2.12,1.74,3.11,,8.45,4.28,4.67,3.68,5.2,4.16,1.27,,0.72,5.73,2.66,4.18,2.2,9.32,,53442.56,10.05,9.5,1.33,9.82,56.0,1
CHD12235,4.73,7.2,2.26,3.8,0.22,8.22,3.94,0.93,0.14,2.35,3.12,4.68,8.71,2.76,9.86,1.82,6.11,4.57,0.72,51429.58,19.0,1.02,7.52,1.51,49.4,0
CHD12236,9.69,5.7,4.27,1.31,4.07,6.6,0.97,9.69,9.73,0.41,7.92,8.33,5.24,8.36,7.02,7.08,2.32,7.98,6.34,32191.02,14.66,1.63,4.29,6.42,65.9,1
CHD12237,7.72,7.24,3.28,8.2,1.05,10.49,8.16,0.42,1.94,5.7,4.29,4.35,7.46,1.82,0.48,7.07,7.17,7.35,2.41,107583.7,12.05,0.06,7.91,2.27,44.5,0
CHD12238,8.98,5.43,,2.34,7.49,2.92,6.04,3.7,2.84,8.09,6.26,6.98,4.67,8.12,5.24,9.77,8.42,4.18,4.42,219098.33,0.5,7.01,0.73,9.43,56.3,1
CHD12239,3.34,13.81,4.48,5.63,7.46,3.81,5.55,1.99,4.9,7.91,7.17,1.53,4.21,7.22,4.25,3.22,9.25,6.53,4.08,25791.82,5.77,0.85,9.87,3.64,48.2,0
CHD12240,9.92,6.27,3.32,1.96,6.26,2.49,9.61,3.19,1.83,3.79,,4.51,8.65,1.87,4.91,9.7,4.87,8.85,3.67,76988.88,17.08,4.1,0.24,7.04,59.0,1
CHD12241,13.38,5.74,1.25,0.56,3.84,5.54,1.41,1.46,4.94,4.34,4.55,2.95,8.56,2.49,8.33,4.03,7.63,7.68,8.15,,15.94,6.6,6.1,5.7,62.5,1
CHD12242,0.53,8.43,2.34,3.22,8.37,1.39,3.33,2.76,3.89,1.51,7.49,1.61,0.29,6.05,0.95,4.7,8.43,3.27,5.41,71731.75,4.14,1.31,1.82,9.6,49.0,0
CHD12243,8.56,3.79,,9.92,,,4.62,3.3,2.54,5.86,6.91,1.21,,11.55,5.73,7.37,8.58,5.0,3.64,12273.98,0.86,9.01,8.18,3.66,61.2,1
CHD12244,9.27,3.16,4.1,9.75,10.36,8.92,6.06,2.72,8.21,4.55,5.53,2.39,7.59,5.16,4.88,0.73,1.82,5.13,2.42,75719.59,15.93,5.14,12.91,2.38,39.2,0
CHD12245,0.91,5.03,1.42,4.73,7.92,8.93,7.39,6.0,8.46,7.8,2.07,5.84,,4.79,2.97,1.45,2.1,3.58,11.55,67652.92,1.96,6.89,13.62,4.34,37.5,0
CHD12246,1.13,5.84,3.63,3.81,2.28,2.94,2.56,4.14,1.08,9.39,3.14,5.47,4.69,4.92,2.78,8.2,2.7,1.78,1.69,39163.67,1.46,3.81,6.79,2.61,42.1,0
CHD12247,0.33,2.2,3.41,9.75,1.35,2.52,10.69,2.67,8.79,3.8,5.96,1.62,5.52,4.37,4.88,3.66,4.36,7.07,3.57,46930.83,16.94,0.07,2.73,7.82,47.9,0
CHD12248,1.05,6.82,0.74,4.33,2.5,9.13,0.56,5.3,3.1,7.06,,1.84,1.54,5.7,7.58,,11.53,3.42,,92348.56,11.43,4.31,0.06,6.0,53.9,0
CHD12249,2.09,8.02,0.76,0.17,4.6,7.2,6.3,2.93,2.35,0.29,13.65,1.88,,1.67,9.39,9.59,1.08,6.01,5.73,115012.36,19.78,6.03,1.9,1.8,41.4,0
CHD12250,9.7,,2.51,9.56,0.23,8.78,3.97,,3.45,7.16,0.16,4.79,4.56,7.16,5.39,11.47,9.4,12.62,0.22,71102.05,7.23,0.91,8.42,3.97,67.9,1
CHD12251,6.68,5.23,2.06,8.44,4.02,0.66,1.69,8.62,7.1,,5.95,1.53,,3.24,3.49,9.09,1.01,4.46,4.23,101442.38,16.05,3.5,5.45,4.25,67.3,1
CHD12252,7.79,2.95,0.67,6.88,0.94,13.13,6.37,8.76,1.88,5.51,8.07,1.01,7.05,4.35,4.92,9.35,6.12,,9.53,,9.52,3.37,8.99,7.87,51.8,0
CHD12253,7.76,9.1,0.44,8.66,3.61,3.54,6.53,,3.3,7.89,1.29,7.39,4.5,9.54,7.28,7.16,2.2,8.35,8.41,116270.07,8.19,2.94,9.27,9.08,63.7,1
CHD12254,5.35,7.54,4.49,1.46,8.57,,7.63,0.77,6.12,13.08,6.83,2.28,10.43,7.62,6.94,2.04,8.35,7.63,2.37,93175.93,14.82,2.49,7.31,3.57,46.9,0
CHD12255,7.97,4.8,0.96,2.29,4.32,,4.08,7.49,2.64,0.24,1.37,14.35,9.31,1.12,9.55,5.5,9.52,6.86,4.17,41829.07,,1.83,9.59,5.34,46.8,0
CHD12256,5.96,6.59,1.84,0.82,6.45,,2.08,9.21,2.26,0.78,2.38,9.42,4.74,,12.06,9.68,3.73,5.43,,60597.84,19.82,7.49,9.01,3.99,52.5,0
CHD12257,3.15,3.37,2.33,9.25,5.53,0.08,4.53,5.3,7.23,8.87,2.24,,0.59,9.21,2.35,8.18,2.09,4.39,2.45,117904.71,19.72,5.01,5.05,9.51,52.9,0
CHD12258,5.61,0.6,0.42,3.3,1.12,9.11,0.52,0.72,0.48,1.74,1.86,2.73,0.25,9.65,4.95,5.69,,6.14,0.24,107825.47,9.94,0.82,5.56,2.61,47.1,0
CHD12259,5.34,2.04,0.69,9.29,3.12,7.62,3.75,6.86,8.75,7.21,7.72,5.88,0.18,8.38,7.09,2.03,1.69,1.28,7.89,29800.1,15.22,4.0,2.56,3.91,47.2,0
CHD12260,8.23,0.79,2.63,,9.78,1.19,2.34,1.37,8.79,4.21,7.36,3.89,,0.97,8.82,4.57,0.15,6.54,3.35,134315.91,5.06,6.38,4.77,3.62,47.9,0
CHD12261,9.82,5.08,3.5,7.23,9.27,3.13,6.17,4.28,4.15,1.99,2.63,0.39,6.14,0.2,3.41,6.62,6.0,7.14,0.88,91261.72,3.71,8.6,2.72,2.54,59.8,1
CHD12262,4.11,6.22,4.22,7.53,6.28,3.83,6.35,6.81,5.68,5.1,0.81,5.78,7.46,2.04,5.58,4.29,2.72,5.29,6.09,132693.13,2.42,6.5,6.45,4.57,48.5,0
CHD12263,7.63,3.8,4.31,3.04,1.62,1.94,4.35,8.63,0.38,7.95,0.23,3.67,6.16,3.78,0.47,8.87,,9.13,4.13,124940.78,22.97,2.72,2.22,7.32,56.4,1
CHD12264,1.0,5.3,2.73,4.55,8.86,5.5,1.63,5.17,8.57,5.72,8.05,2.04,3.1,8.06,6.06,7.14,14.97,8.33,2.56,61875.21,9.56,,1.26,1.69,50.0,0
CHD12265,7.77,0.85,1.43,9.01,5.33,8.8,8.23,3.26,5.01,2.95,9.59,6.41,3.07,4.76,1.18,5.43,3.82,1.45,1.75,16722.5,7.72,,0.81,6.3,50.1,0
CHD12266,3.71,7.7,2.9,7.84,4.04,4.64,4.48,4.96,9.21,9.79,0.62,9.47,6.36,0.77,8.04,6.83,7.13,0.94,8.49,133066.77,6.75,4.49,3.55,1.25,49.9,0
CHD12267,0.39,0.33,3.11,5.66,2.86,0.72,4.13,1.62,7.81,2.35,6.49,3.98,,3.2,5.29,9.84,1.85,6.89,9.18,51315.28,,3.71,13.03,,50.7,0
CHD12268,3.63,6.34,1.43,4.1,2.31,9.87,2.41,4.67,3.74,1.69,6.1,9.07,1.51,4.08,6.28,5.26,4.98,9.46,5.68,69145.42,19.98,1.95,1.79,1.63,44.0,0
CHD12269,6.11,,3.34,9.77,9.28,3.24,1.86,6.09,0.22,5.29,8.74,7.85,,3.43,7.65,0.62,9.47,2.87,1.6,124207.55,4.5,2.22,,3.13,45.2,0
CHD12270,12.41,1.84,0.87,0.41,4.2,0.36,0.93,2.74,0.49,8.55,8.66,,7.44,,9.11,8.7,3.05,1.13,1.17,54586.78,8.48,3.81,0.26,1.47,47.1,0
CHD12271,9.24,5.23,1.48,7.68,,7.27,2.61,4.14,1.41,0.46,3.32,9.75,3.71,4.29,3.05,7.82,0.6,1.55,1.81,110842.44,3.23,2.65,0.15,1.06,45.1,0
CHD12272,0.78,7.81,,,8.53,2.86,3.69,9.4,6.78,7.58,8.71,4.66,8.67,5.31,13.89,3.22,,14.59,9.38,81288.14,3.77,7.63,1.8,5.11,61.4,1
CHD12273,9.3,4.14,2.55,9.25,2.11,8.02,0.86,0.21,5.77,2.6,3.88,1.14,4.53,9.87,4.2,1.53,8.72,8.68,5.19,,,9.69,6.26,9.44,73.5,1
CHD12274,14.96,3.68,0.75,7.43,4.34,0.31,7.7,8.62,7.78,9.43,4.97,1.83,9.6,8.51,2.03,4.92,4.24,7.08,4.92,98661.96,7.54,4.22,4.26,7.65,58.0,1
CHD12275,3.3,1.42,3.34,1.45,5.91,0.78,5.94,8.24,5.86,2.67,6.51,8.71,,5.99,3.44,2.79,2.66,9.24,9.43,23775.33,15.3,6.16,9.92,7.75,45.4,0
CHD12276,3.91,5.95,1.15,7.88,6.56,1.37,4.24,12.43,3.38,4.34,4.54,0.05,,6.41,6.68,5.91,,3.47,4.33,11253.94,2.51,,1.96,5.67,65.9,1
CHD12277,7.41,8.28,0.17,3.26,9.85,2.69,5.38,12.48,2.18,6.59,6.54,9.39,5.29,3.97,6.77,0.38,9.53,5.08,7.56,127310.14,5.32,9.43,9.12,7.05,43.2,0
CHD12278,6.01,5.61,4.36,3.41,11.89,1.4,9.42,7.07,4.93,5.17,,0.93,1.21,4.15,1.74,,4.6,3.64,9.58,75378.4,11.65,3.62,3.97,,37.9,0
CHD12279,6.72,1.65,2.17,4.88,2.95,3.86,7.01,8.91,7.77,6.67,12.46,0.39,8.01,3.25,5.43,1.73,9.76,9.7,,38302.72,12.28,8.75,,3.75,55.0,0
CHD12280,3.89,6.61,3.89,6.35,6.58,8.52,6.04,0.5,1.11,4.8,13.3,0.1,4.48,5.33,13.02,8.31,2.32,4.28,6.73,78346.49,1.33,3.55,0.19,2.5,48.0,0
CHD12281,4.88,0.3,4.27,0.12,4.33,1.89,7.57,5.27,4.81,3.68,3.52,1.46,6.62,0.15,1.08,5.16,,4.81,8.22,63212.97,2.64,14.66,7.08,6.74,47.8,0
CHD12282,9.9,8.38,2.87,9.56,3.93,3.18,0.2,2.72,3.32,,3.68,2.64,8.15,3.47,8.03,4.68,,9.26,3.59,80979.95,18.17,8.85,6.32,3.72,69.6,1
CHD12283,2.14,9.21,0.48,6.33,7.09,4.29,5.3,1.4,2.82,9.03,0.46,6.2,5.57,4.15,,8.36,9.84,,2.22,97110.21,4.23,2.42,9.85,,45.2,0
CHD12284,4.18,5.97,1.6,4.12,4.29,6.95,1.9,4.75,7.39,3.79,5.52,1.31,9.28,5.34,9.34,7.44,9.91,4.88,4.74,127534.24,7.66,6.75,0.01,0.34,66.1,1
CHD12285,2.92,8.82,1.26,6.56,4.85,7.03,5.77,1.06,5.41,,8.18,5.95,5.74,6.09,1.37,0.33,2.91,1.92,8.93,143866.37,15.08,4.07,4.72,2.17,51.8,0
CHD12286,7.65,0.85,3.02,6.81,0.79,4.71,7.38,5.31,0.54,1.84,13.85,9.78,3.22,,6.16,9.52,8.3,5.74,8.82,22001.81,9.55,9.07,7.81,1.14,44.7,0
CHD12287,7.64,2.28,2.05,0.2,4.98,6.56,4.03,0.3,8.03,3.95,8.72,9.06,,9.96,0.83,6.64,7.52,2.31,9.84,113890.89,17.39,2.72,3.23,10.19,41.3,0
CHD12288,2.92,3.17,2.06,,7.06,2.05,2.06,5.56,4.67,3.18,8.37,7.26,,13.45,3.49,1.26,2.24,5.15,4.99,140588.05,0.46,9.97,0.65,,51.0,0
CHD12289,0.81,7.73,3.27,5.59,0.91,6.53,0.55,3.07,2.38,8.48,2.64,2.31,6.3,2.49,3.5,0.16,10.35,7.97,8.19,,,2.94,10.99,0.22,55.8,1
CHD12290,0.11,4.84,0.16,4.07,0.39,4.46,1.8,8.38,6.28,3.87,9.25,7.66,3.48,,5.85,7.61,1.96,8.98,1.64,124896.24,2.2,5.52,8.72,4.18,37.3,0
CHD12291,,3.48,0.66,4.71,7.26,8.46,2.59,5.12,7.87,0.5,3.2,5.42,5.89,7.93,0.5,7.1,1.2,1.78,13.4,107572.44,11.67,6.08,9.57,8.77,48.1,1
CHD12292,4.1,13.94,4.44,2.12,12.33,0.29,5.87,5.44,1.82,7.97,6.81,1.99,6.33,2.9,1.51,8.89,6.6,6.29,9.28,72552.3,9.77,0.38,0.94,3.99,60.1,1
CHD12293,9.88,8.11,4.18,,2.95,8.74,7.33,7.2,4.1,0.25,5.91,0.14,0.53,3.31,7.56,1.43,4.58,9.3,2.92,28193.63,19.28,8.93,7.65,7.51,63.6,1
CHD12294,4.7,0.21,,3.5,6.52,0.17,6.82,,8.75,5.4,3.96,7.44,1.61,0.11,5.16,7.16,0.85,9.85,5.63,61157.79,8.16,3.05,0.47,3.3,56.6,1
CHD12295,2.56,3.37,1.05,0.59,8.5,6.3,3.25,0.94,9.94,,7.12,9.42,0.16,9.52,1.05,6.42,5.38,3.6,7.42,69151.54,9.38,1.12,6.36,9.97,39.4,0
CHD12296,8.91,2.43,1.71,6.39,3.72,7.25,3.65,8.71,8.62,,8.79,8.45,1.08,6.79,0.79,0.55,4.0,9.11,1.99,97741.92,20.16,3.2,7.4,2.85,41.5,0
CHD12297,4.91,1.29,0.56,5.82,7.2,4.44,8.63,9.26,5.71,0.47,9.37,0.09,1.09,3.14,1.7,2.39,7.09,8.69,0.78,70225.59,0.03,8.26,7.13,1.69,49.2,0
CHD12298,5.99,1.72,3.2,5.82,6.1,3.97,3.93,7.37,,1.57,8.76,3.21,8.32,6.97,8.29,6.22,7.85,3.73,8.31,55136.53,1.46,2.7,8.65,5.03,50.4,0
CHD12299,0.96,4.94,3.91,0.73,5.98,0.07,6.6,8.57,8.77,4.34,9.46,0.3,7.24,6.01,,8.6,1.41,8.64,0.63,85901.38,1.7,7.95,3.68,9.3,62.2,1
CHD12300,3.83,4.26,3.09,7.71,1.28,,3.7,,5.23,0.35,6.87,3.62,3.2,5.27,9.12,2.94,4.85,3.09,2.95,84518.79,4.42,7.39,2.66,2.79,62.8,1
CHD12301,9.44,5.18,2.98,3.34,3.18,9.69,9.61,,4.14,4.07,2.06,3.44,3.83,8.23,5.41,2.31,6.87,7.62,,69128.89,7.88,1.23,8.14,7.75,54.2,0
CHD12302,5.9,7.28,4.01,9.53,12.81,4.47,4.92,6.93,0.94,0.98,12.41,8.97,6.22,4.03,8.24,3.83,3.49,2.59,3.59,111385.88,7.22,2.73,3.63,8.37,39.0,0
CHD12303,3.45,8.92,0.44,6.22,5.73,1.79,5.97,7.39,0.52,9.13,8.71,8.91,0.41,0.02,1.71,4.56,6.53,2.19,7.56,131340.36,9.89,1.18,5.07,5.88,35.6,0
CHD12304,6.26,1.18,3.71,6.75,,9.47,5.83,1.8,,,1.71,1.17,7.0,3.08,0.06,6.87,6.87,9.62,2.49,133744.45,8.96,,10.91,3.39,41.4,0
CHD12305,9.1,0.83,4.46,5.84,12.15,1.92,8.45,8.26,4.99,0.21,8.23,6.47,1.85,6.94,9.25,7.33,8.75,7.65,10.03,81346.93,4.56,5.03,5.34,0.36,49.2,0
CHD12306,2.74,3.2,3.23,4.52,1.12,5.71,1.17,9.08,8.76,8.35,1.67,,3.35,6.44,8.31,7.56,3.01,,13.1,128039.5,,5.09,1.95,4.93,52.9,0
CHD12307,5.05,5.46,3.42,3.39,10.55,2.59,9.64,6.11,9.95,9.71,7.59,2.65,1.01,0.84,9.14,0.64,3.28,6.2,8.56,90412.69,13.84,1.93,2.44,4.27,43.9,0
CHD12308,9.59,1.0,3.22,1.59,8.61,3.91,2.28,3.59,3.92,5.27,1.26,1.03,,9.6,10.41,5.23,2.11,4.2,1.13,79192.13,17.39,6.3,5.85,4.1,59.0,1
CHD12309,1.72,7.16,4.12,6.18,,4.39,,2.28,1.08,5.19,9.59,5.86,7.6,2.11,3.36,7.22,5.95,5.95,3.46,31894.88,2.55,3.51,3.95,1.3,37.6,0
CHD12310,7.2,5.56,1.98,9.96,2.21,2.4,5.75,6.01,5.37,6.46,7.99,7.98,2.71,6.82,4.85,0.61,8.01,4.67,0.57,93154.13,4.03,2.1,8.72,12.81,45.8,0
CHD12311,6.14,7.48,4.29,10.9,6.26,0.33,1.19,0.66,9.52,8.21,0.06,4.27,,7.25,6.5,2.06,3.85,4.33,3.16,90324.81,11.33,9.76,12.52,2.83,57.2,1
CHD12312,12.02,3.58,1.35,2.46,9.36,7.0,6.59,9.16,3.51,2.65,6.63,9.85,5.57,6.76,0.06,3.06,6.64,0.51,11.71,26679.62,6.79,3.8,8.5,9.43,43.0,0
CHD12313,3.51,4.01,0.58,7.98,4.42,4.88,6.16,4.83,8.4,0.58,9.16,4.29,5.91,2.7,5.44,,9.03,7.42,6.54,84227.83,6.98,9.28,0.1,,58.5,1
CHD12314,3.14,8.08,0.31,9.35,3.07,,4.74,8.18,4.25,3.46,7.93,8.09,4.31,2.92,8.82,2.83,6.47,7.84,5.48,39762.48,9.29,5.46,6.34,0.93,53.5,0
CHD12315,10.53,2.67,0.49,9.86,5.93,8.3,6.16,9.33,6.16,8.96,7.36,8.19,2.39,4.56,4.93,7.23,7.9,6.13,4.23,105808.44,6.04,7.4,1.05,9.22,51.9,0
CHD12316,2.16,3.81,,8.55,0.23,2.95,0.46,1.92,3.56,2.14,3.2,5.7,9.18,3.72,10.86,13.46,3.7,5.71,7.06,111360.47,10.87,4.7,3.21,4.4,67.0,1
CHD12317,4.2,0.13,2.98,5.09,8.88,0.75,8.46,7.19,8.36,0.04,0.65,1.55,7.63,6.0,3.85,7.55,,2.9,4.67,79948.19,9.38,4.13,1.12,3.7,58.0,1
CHD12318,1.88,5.55,3.18,8.53,3.43,9.66,6.77,7.66,9.66,3.95,,1.6,2.56,9.19,9.53,6.03,7.7,7.26,6.88,99510.02,10.5,9.63,7.02,6.85,59.5,1
CHD12319,0.08,8.51,2.82,0.74,9.53,9.29,7.25,9.4,9.83,6.14,6.35,3.68,7.4,6.7,1.58,8.75,10.75,2.36,10.14,121921.67,14.1,4.27,9.03,0.97,41.4,0
CHD12320,9.7,0.28,1.03,14.24,9.39,3.26,1.53,3.99,3.51,4.03,3.94,4.86,,8.2,7.9,8.47,5.95,1.3,3.37,17382.96,19.58,,13.78,3.82,54.4,0
CHD12321,4.32,6.14,4.33,0.95,0.51,5.09,3.49,0.76,,4.09,3.28,11.75,5.38,1.35,4.27,8.66,0.45,1.64,7.88,145444.73,6.48,9.01,14.18,4.17,40.3,0
CHD12322,9.69,8.45,1.05,6.08,9.42,7.27,,7.3,9.59,4.31,2.14,,3.94,7.41,1.46,6.11,1.25,1.8,4.62,126831.09,19.79,5.01,,7.12,56.4,1
CHD12323,1.4,4.94,4.13,3.35,6.35,8.9,6.29,1.65,6.61,8.95,5.77,2.73,4.37,11.31,1.69,3.01,7.69,10.82,2.78,54871.85,14.63,1.49,2.01,3.61,42.7,0
CHD12324,5.87,3.13,3.57,5.61,7.08,2.96,1.03,4.23,9.38,4.61,9.58,7.14,8.19,,0.6,9.49,0.59,8.26,5.15,88789.21,4.15,4.43,7.73,5.42,51.7,0
